Source_Row_Index,ID,Selected_Cluster,Alternative_K3_Cluster
1507,486,0,2
1508,9,1,0
1509,9451,0,0
1510,9264,0,2
1511,3865,1,1
1512,2853,1,1
1513,1490,0,0
1514,6310,1,1
1515,10380,1,1
1516,3887,1,1
1517,4278,0,2
1518,8643,0,2
1519,1998,1,1
1520,10795,1,1
1521,11110,1,1
1522,2408,0,0
1523,202,0,2
1524,7998,1,0
1525,830,0,2
1526,3536,1,1
1527,6050,0,0
1528,125,1,0
1529,3463,0,0
1530,2804,1,0
1531,3745,1,1
1532,9771,1,1
1533,451,1,1
1534,10530,0,2
1535,1079,0,0
1536,8920,0,0
1537,6678,1,1
1538,3852,0,0
1539,528,0,2
1540,73,1,1
1541,5589,0,0
1542,10212,1,1
1543,6365,1,1
1544,5636,1,1
1545,591,0,0
1546,2217,1,1
1547,2544,0,2
1548,7725,0,2
1549,8091,0,2
1550,7321,0,2
1551,5462,0,0
1552,7791,1,1
1553,955,1,0
1554,4037,1,1
1555,6642,1,1
1556,2793,0,0
1557,5424,1,1
1558,879,1,0
1559,9530,1,1
1560,4828,0,2
1561,10699,1,1
1562,1497,0,0
1563,7476,0,0
1564,4390,0,2
1565,10478,1,0
1566,1081,0,0
1567,4261,0,2
1568,9916,1,1
1569,5350,0,2
1570,8135,1,1
1571,8685,1,0
1572,4967,1,0
1573,2130,1,1
1574,9298,0,2
1575,8175,1,1
1576,6257,0,0
1577,3790,1,1
1578,9952,0,2
1579,3503,0,2
1580,5223,1,1
1581,4608,0,2
1582,1626,1,1
1583,4764,1,0
1584,2471,0,2
1585,5892,1,0
1586,2612,0,2
1587,4971,1,0
1588,5185,0,2
1589,10069,1,1
1590,2262,1,0
1591,1131,1,0
1592,1041,1,0
1593,24,1,1
1594,3409,1,0
1595,7022,0,2
1596,7943,1,1
1597,5272,0,0
1598,5453,0,2
1599,2565,0,2
1600,800,1,1
1601,11092,1,1
1602,5062,1,1
1603,8969,0,2
1604,4656,0,0
1605,4480,0,0
1606,9971,0,2
1607,6729,0,2
1608,1773,1,1
1609,9242,0,2
1610,1764,1,1
1611,6215,1,1
1612,10099,0,0
1613,5423,1,1
1614,940,0,2
1615,3011,0,0
1616,3298,0,0
1617,8286,1,0
1618,9668,1,1
1619,5120,0,2
1620,6097,1,0
1621,7019,1,0
1622,7408,1,0
1623,8041,0,0
1624,252,0,0
1625,9986,1,1
1626,3276,1,1
1627,3859,0,2
1628,3570,1,0
1629,3783,1,0
1630,10207,1,1
1631,10906,0,0
1632,3427,0,0
1633,5209,0,0
1634,10711,0,2
1635,10785,1,1
1636,2814,1,1
1637,6866,1,1
1638,1665,0,0
1639,6575,1,0
1640,3829,1,1
1641,3091,0,2
1642,10141,1,1
1643,5177,0,0
1644,7005,0,2
1645,6409,0,2
1646,7485,1,0
1647,8079,1,1
1648,8395,0,2
1649,10352,1,1
1650,4931,0,2
1651,13,1,1
1652,1834,1,1
1653,2285,1,0
1654,2295,0,0
1655,1378,0,0
1656,2781,0,2
1657,1165,1,0
1658,1404,1,1
1659,6457,0,2
1660,2639,1,1
1661,8299,1,1
1662,6437,1,1
1663,6912,0,0
1664,7327,1,1
1665,5299,0,0
1666,4127,0,0
1667,8143,1,0
1668,1964,0,2
1669,3690,0,2
1670,3433,0,2
1671,3389,0,0
1672,4712,1,1
1673,1170,1,1
1674,6347,1,1
1675,4065,1,0
1676,8230,1,1
1677,1215,0,2
1678,5939,1,1
1679,2156,1,1
1680,7788,1,1
1681,10323,0,0
1682,7947,1,1
1683,1891,0,2
1684,2570,0,0
1685,9256,0,0
1686,295,0,2
1687,7397,0,0
1688,6349,0,2
1689,10790,1,1
1690,10398,1,1
1691,2431,1,1
1692,550,0,2
1693,1890,1,1
1694,10742,0,2
1695,10356,1,1
1696,4676,0,0
1697,8852,0,0
1698,3565,1,0
1699,5294,1,1
1700,1958,0,0
1701,7349,1,1
1702,8799,1,1
1703,1351,0,0
1704,1045,1,0
1705,7732,0,0
1706,8070,0,0
1707,477,0,2
1708,7832,0,2
1709,2202,1,1
1710,7396,0,2
1711,4055,1,1
1712,10340,1,0
1713,10091,0,0
1714,7629,1,1
1715,10640,1,0
1716,3498,0,0
1717,6742,1,1
1718,1172,0,2
1719,569,0,2
1720,4686,0,2
1721,1381,1,0
1722,2634,1,1
1723,10905,1,0
1724,1744,1,1
1725,1000,0,0
1726,3828,0,0
1727,8605,1,1
1728,10304,1,1
1729,4351,1,1
1730,10129,0,2
1731,2499,0,0
1732,10092,0,0
1733,7500,0,0
1734,5796,0,2
1735,10556,1,0
1736,1064,1,1
1737,48,1,0
1738,7610,1,0
1739,263,1,1
1740,10814,0,2
1741,9710,0,0
1742,9292,0,2
1743,10250,1,1
1744,7881,0,2
1745,5847,0,0
1746,737,0,2
1747,3571,0,0
1748,7807,1,0
1749,3878,1,1
1750,5092,0,0
1751,2154,1,1
1752,5394,1,1
1753,3798,1,1
1754,3524,1,1
1755,5247,1,1
1756,5883,0,0
1757,2118,0,0
1758,8812,1,1
1759,6616,0,2
1760,2797,0,0
1761,4328,1,1
1762,9167,0,0
1763,10560,1,1
1764,2631,0,2
1765,8312,1,1
1766,5534,1,0
1767,5093,1,1
1768,7592,0,0
1769,8895,0,2
1770,8584,0,2
1771,2694,1,1
1772,8910,1,0
1773,7433,1,1
1774,164,1,0
1775,10477,1,1
1776,2681,0,2
1777,5150,1,1
1778,5283,1,0
1779,9645,0,0
1780,10678,0,0
1781,7261,1,0
1782,9648,1,0
1783,2870,0,0
1784,8008,1,1
1785,1513,0,0
1786,6173,0,2
1787,1419,1,1
1788,9150,1,1
1789,7960,0,2
1790,1250,1,1
1791,9905,1,0
1792,10691,1,1
1793,7002,0,2
1794,2952,1,1
1795,8439,0,0
1796,762,0,2
1797,2831,0,2
1798,6977,0,0
1799,6289,1,0
1800,4168,1,0
1801,8397,1,1
1802,9284,0,0
1803,6237,1,1
1804,3130,1,1
1805,1619,0,2
1806,1990,0,2
1807,5513,1,1
1808,269,0,0
1809,8093,0,2
1810,10513,0,2
1811,10177,0,2
1812,2549,1,1
1813,5782,0,0
1814,10057,0,2
1815,10307,0,0
1816,8566,1,1
1817,2415,0,2
1818,5684,1,1
1819,8334,1,1
1820,9166,0,2
1821,1440,0,0
1822,78,1,1
1823,5441,0,0
1824,5302,0,2
1825,4687,0,2
1826,1087,1,1
1827,6859,1,1
1828,9860,1,0
1829,7129,0,0
1830,5866,1,0
1831,10521,1,1
1832,7393,1,1
1833,7849,0,2
1834,332,1,0
1835,9847,0,0
1836,531,0,0
1837,9576,1,1
1838,6906,0,2
1839,7419,1,1
1840,3170,0,2
1841,8527,1,0
1842,7872,0,2
1843,9931,1,1
1844,10595,1,1
1845,4609,0,0
1846,5010,1,1
1847,4427,0,2
1848,11148,1,1
1849,1168,0,2
1850,9595,0,2
1851,10163,0,2
1852,2886,0,0
1853,6710,1,0
1854,5316,1,1
1855,9029,0,2
1856,521,1,0
1857,1459,0,0
1858,10241,1,1
1859,1630,0,2
1860,3254,0,2
1861,9064,0,2
1862,3678,0,0
1863,4227,1,1
1864,9467,1,1
1865,8486,1,0
1866,2186,0,2
1867,3286,1,1
1868,8602,0,0
1869,3722,1,1
1870,6715,0,0
1871,4796,1,1
1872,9612,1,1
1873,3766,1,0
1874,1399,0,2
1875,1570,0,0
1876,3426,0,0
1877,3074,0,2
1878,8341,1,1
1879,5180,1,0
1880,6461,0,2
1881,7679,1,1
1882,10702,1,0
1883,7505,1,1
1884,5113,0,2
1885,10858,0,0
1886,2961,1,0
1887,2747,0,2
1888,3010,0,2
1889,5790,1,1
1890,6892,0,0
1891,1743,0,2
1892,3578,1,0
1893,8462,1,1
1894,5558,0,2
1895,4619,0,2
1896,8780,0,0
1897,10789,1,1
1898,10779,1,1
1899,5896,0,2
1900,2337,1,1
1901,10951,0,0
1902,544,0,2
1903,17,0,0
1904,10680,1,1
1905,3265,1,1
1906,5623,1,1
1907,5832,0,2
1908,5544,0,0
1909,6417,0,2
1910,5831,0,0
1911,7101,0,0
1912,10176,0,0
1913,2326,1,1
1914,4385,1,1
1915,2929,1,1
1916,10686,1,1
1917,2546,1,1
1918,3283,0,0
1919,3138,0,2
1920,4994,0,2
1921,7966,0,0
1922,3112,1,1
1923,10872,0,0
1924,2181,0,2
1925,1867,0,0
1926,1518,0,0
1927,5734,1,1
1928,2878,0,0
1929,1458,1,1
1930,7007,1,1
1931,6200,0,2
1932,1403,1,1
1933,4827,0,0
1934,6250,0,0
1935,9291,1,1
1936,2478,1,1
1937,1139,0,2
1938,5138,1,1
1939,5393,1,1
1940,10413,0,2
1941,5015,1,1
1942,10868,0,2
1943,10676,0,2
1944,2495,0,2
1945,7842,1,1
1946,9955,1,0
1947,6663,0,0
1948,2162,0,2
1949,3434,0,2
1950,7919,0,0
1951,5626,0,2
1952,6428,0,2
1953,8514,1,1
1954,10448,0,0
1955,2109,0,2
1956,7530,1,0
1957,8925,0,0
1958,3009,0,0
1959,6355,1,1
1960,3517,1,0
1961,1158,1,0
1962,6203,0,2
1963,7165,0,0
1964,3595,0,2
1965,8537,0,2
1966,4331,0,2
1967,6281,0,0
1968,4338,1,1
1969,2452,1,0
1970,9507,1,0
1971,8360,1,0
1972,10311,1,1
1973,5117,0,2
1974,4867,1,0
1975,9289,1,1
1976,10913,1,1
1977,3032,1,1
1978,8524,1,1
1979,3334,0,2
1980,4470,1,1
1981,1406,1,0
1982,8619,1,1
1983,10821,1,0
1984,4552,0,2
1985,898,1,1
1986,9797,0,2
1987,10949,0,2
1988,8212,1,0
1989,6248,0,2
1990,10164,0,2
1991,4547,1,1
1992,6815,0,2
1993,4122,0,2
1994,10841,0,0
1995,5370,1,0
1996,176,0,2
1997,4860,1,1
1998,10757,1,1
1999,4023,1,1
2000,6679,1,1
2001,9923,1,0
2002,7181,1,1
2003,3599,0,0
2004,405,0,0
2005,6870,0,0
2006,832,0,0
2007,2002,0,2
2008,3657,1,1
2009,500,0,2
2010,1951,1,0
2011,3262,0,2
2012,4102,1,1
2013,7042,1,1
2014,10598,1,1
2015,255,1,1
2016,2375,1,1
2017,9829,1,1
2018,6214,1,1
2019,4954,1,0
2020,7861,0,0
2021,4837,0,0
2022,9423,1,1
2023,4198,1,1
2024,153,1,1
2025,9323,0,0
2026,10001,1,1
2027,3945,0,0
2028,3799,0,0
2029,8625,1,1
2030,3491,0,0
2031,983,1,1
2032,9119,0,2
2033,4786,0,0
2034,5872,0,0
2035,6568,1,1
2036,5628,0,0
2037,5631,0,2
2038,4974,0,0
2039,8416,1,1
2040,5454,1,1
2041,4095,1,0
2042,5474,1,1
2043,4268,1,0
2044,10701,0,2
2045,3507,0,2
2046,2079,0,2
2047,626,1,1
2048,4426,1,0
2049,2591,0,2
2050,10509,1,1
2051,6382,1,1
2052,6673,1,1
2053,7441,0,2
2054,1071,0,0
2055,10061,0,0
2056,7187,0,0
2057,8775,1,1
2058,1612,1,1
2059,2345,0,2
2060,322,1,1
2061,10897,0,0
2062,123,0,2
2063,6103,1,1
2064,7899,0,0
2065,10500,1,1
2066,1655,1,1
2067,2406,0,0
2068,2712,0,2
2069,5517,1,1
2070,10643,0,2
2071,2254,0,2
2072,10281,0,2
2073,6958,1,1
2074,954,1,1
2075,5079,1,0
2076,10339,1,0
2077,4643,1,1
2078,3117,1,0
2079,6497,1,0
2080,5396,0,2
2081,5250,0,2
2082,1052,0,0
2083,2802,0,2
2084,6343,0,2
2085,6507,1,1
2086,7901,1,1
2087,4865,1,0
2088,2686,1,1
2089,3107,0,2
2090,7734,0,2
2091,1146,0,0
2092,11031,1,1
2093,7428,0,2
2094,975,1,0
2095,1103,0,0
2096,3422,0,0
2097,1055,1,1
2098,6544,0,2
2099,1241,1,1
2100,2909,0,0
2101,5802,1,1
2102,1407,1,1
2103,6183,1,1
2104,340,0,0
2105,5991,1,0
2106,3104,0,2
2107,9729,1,0
2108,1008,0,0
2109,11091,1,1
2110,3969,1,1
2111,1916,1,0
2112,9907,0,0
2113,87,1,1
2114,8659,0,2
2115,6262,0,2
2116,6147,1,1
2117,8832,1,1
2118,10067,1,1
2119,7532,1,0
2120,4915,0,0
2121,2115,1,1
2122,2088,0,2
2123,2493,0,0
2124,6292,0,2
2125,1631,0,0
2126,10104,1,1
2127,3006,1,1
2128,3919,0,2
2129,11181,1,2
2130,642,1,1
2131,4369,0,2
2132,10127,0,0
2133,271,1,0
2134,4973,1,1
2135,2948,0,2
2136,2715,1,0
2137,10432,1,1
2138,9216,1,1
2139,7124,1,0
2140,9727,1,1
2141,5136,0,0
2142,9790,0,0
2143,1818,1,1
2144,1100,1,1
2145,7873,1,0
2146,10609,1,0
2147,6950,1,1
2148,7233,0,2
2149,9481,1,1
2150,7699,1,0
2151,2711,1,1
2152,8933,1,1
2153,8726,1,0
2154,1515,1,1
2155,5186,0,0
2156,10157,0,1
2157,5667,0,0
2158,902,0,0
2159,977,1,0
2160,7313,0,2
2161,7600,1,1
2162,9706,1,1
2163,2429,0,2
2164,3520,0,2
2165,10394,0,2
2166,4548,1,1
2167,9362,0,0
2168,3968,0,0
2169,4084,0,0
2170,6721,0,0
2171,2829,0,0
2172,1772,0,2
2173,1544,0,2
2174,492,1,0
2175,4377,0,0
2176,4541,1,0
2177,1321,1,1
2178,8858,0,0
2179,3266,0,1
2180,11187,1,1
2181,8207,1,1
2182,9723,0,0
2183,2666,0,2
2184,5721,0,2
2185,10652,0,2
2186,1646,1,1
2187,4418,0,2
2188,2656,1,1
2189,7990,1,1
2190,8722,0,2
2191,7118,0,0
2192,2980,1,1
2193,1839,1,1
2194,10722,0,0
2195,2632,0,0
2196,9014,1,1
2197,7620,1,1
2198,10968,0,0
2199,11133,1,0
2200,2736,0,2
2201,1876,1,1
2202,5959,1,0
2203,1092,0,0
2204,4333,1,0
2205,3850,1,1
2206,6168,1,1
2207,607,1,0
2208,10469,0,2
2209,6983,1,1
2210,3661,0,2
2211,9303,1,1
2212,692,1,1
2213,736,1,1
2214,9589,0,2
2215,4838,1,1
2216,9246,1,0
2217,6261,0,0
2218,7366,0,2
2219,10659,1,1
2220,1448,1,1
2221,4286,0,0
2222,4749,1,0
2223,4478,1,0
2224,4201,0,0
2225,8720,0,2
2226,10084,1,1
2227,7004,1,1
2228,9817,0,0
2229,8080,1,1
2230,8372,1,1
2231,10870,0,0
2232,4001,1,0
2233,7270,0,2
2234,8235,0,2
2235,9405,1,0
